policy_number,customer_id,first_name,last_name,ssn,email,phone,address,city,state,zip,policy_type,effective_date,expiration_date,annual_premium,payment_frequency,renewal_flag,policy_status,marital_status,agent_id,agency_name,agency_region
PN000322,CIN1322,Ayaan,Patil,391435042,ayaan.patil@example.com,+91 88982 92205,303 Lodhi Rd,New Delhi,  Delhi  ,0211O,RENTERS,2023-09-20,2024/06/16,"212,260.00",ANNUAL,y,Active,Widowed,A101,Sun Valley Insurance,Mid-Atl
PN000323,CIN1323,Myra,Patil,355-61-7319,myra.patilexample.com,+91 85446 20033,817 Park Street,Hyderabad,Telangana,56A012,HOME,2023-01-29,2023-10-26,"73,503.00",ANNUAL,y,Lapsed,Separated,A201,Empire Coverage,NY
PN000324,CIN1324,Krishna,Khan,,krishna.khan@example.com,N/A,500 Park Street,Noida,  UP  , ,AUTO,2024/06/10,2024-12-07,"194,471.00",Monthly,N,Active,Separated,A001,North Shore Agency,NE
PN000325,CIN1325,Krishna,Gupta,360869512,krishna.guptaexample.com,02325-505348,655 Park Street,Lucknow,Uttar Pradesh,     ,AUTO,2023-07-11,2024/07/10,"118,336.00",Monthly,n,Active,Married,A003,Bay State Brokers,NE
PN000326,CIN1326,Sanvi,Khan,, sanvi.khan@EXAMPLE.COM ,+91 91730 79732,  106 JM Road  ,  Pune  ,Maharashtra,  411-001  ,HOME,2023-05-06,2024/01/31,"256,173.00",ANNUAL,N,Active,Single,A003,Bay State Brokers,NE
PN000327,CIN1327,Krishna,Iyer,,krishna.iyerexample.com,N/A,278 Lodhi Rd,Hyderabad,Telangana,  56A012  ,AUTO,2023-09-12,2024/09/11,"225,453.00",Monthly,N,Lapsed,Divorced,A101,Sun Valley Insurance,Mid-Atl
PN000328,CIN1328,Ayaan,Mukherjee,559-83-7907,ayaan.mukherjee@example.com,,680 MG Road,Noida,Uttar Pradesh,     ,RENTERS,2024/03/29,2025-03-29,"78,482.00",Monthly,Y,Active,Married,A001,North Shore Agency,NE
PN000329,CIN1329,Vihaan,Mehta,177474427, ,N/A,709 Park Street,  Chennai  ,  Tamil Nadu  ,  600001  ,RENTERS,2024-05-09,2024-11-05,"147,636.00",Monthly,N,Lapsed,Single,A001,North Shore Agency,NE
PN000330,CIN1330,Vivaan,Verma,837108762,vivaan.verma@example.com,07682-215618,818 MG Road,Hyderabad,Telangana,  500001  ,RENTERS,2024/01/23,2024-07-21,"75,719.00",Monthly,y,Active,Widowed,A004,Downtown Assurance,NE
PN000331,CIN1331,Myra,Gupta,, myra.gupta@EXAMPLE.COM ,05324-672428,141 JM Road,Pune,  Maharashtra  ,  56A012  ,RENTERS,2023-03-10,2023-12-05,"148,276.00",QUARTERLY,Y,Cancelled,Separated,A004,Downtown Assurance,NE
PN000332,CIN1332,Anika,Sharma,, ,06589-465550,912 Lodhi Rd,  New Delhi  ,Delhi,110-003,RENTERS,2023-03-17,2023-12-12,"56,007.00",ANNUAL,y,Active,Divorced,A002,Metro Mutual Partners,NE
PN000333,CIN1333,Ishita,Reddy,960-30-3015,ishita.reddyexample.com,,  684 Lodhi Rd  ,  Bengaluru  ,Karnataka,0211O,AUTO,2024/07/29,2025-07-29,,Monthly,n,Active,Married,A002,Metro Mutual Partners,NE
PN000334,CIN1334,Aditya,Mukherjee,929-26-5267,aditya.mukherjeeexample.com,N/A,64 Park Street,Chennai,Tamil Nadu,600001,AUTO,2023-06-17,2024-06-16,"139,445.00",ANNUAL,n,Lapsed,Married,A001,North Shore Agency,NE
PN000335,CIN1335,Ishita,Reddy,, ,+91 81270 90072,622 Lodhi Rd,Bengaluru,  Karnataka  ,56A012,AUTO,2024-10-18,2025-10-18,"193,819.00",QUARTERLY,y,Active,Single,A003,Bay State Brokers,NE
PN000336,CIN1336,Reyansh,Patil,721-44-1746,reyansh.patilexample.com,03287-691637,771 MG Road,  Bengaluru  ,  Karnataka  ,560-001,RENTERS,2024/11/11,2025/11/11,"283,550.00",Monthly,y,Cancelled,Single,A004,Downtown Assurance,NE
PN000337,CIN1337,Diya,Nair,,diya.nair@example.com,+91 80789 14014,  684 Lodhi Rd  ,  Chennai  ,  Tamil Nadu  , ,AUTO,2025-03-10,2025-09-06,"220,579.00",ANNUAL,n,Active,Widowed,A001,North Shore Agency,NE
PN000338,CIN1338,Krishna,Mukherjee,415478253, krishna.mukherjee@EXAMPLE.COM ,N/A,881 Park Street,Bengaluru,Karnataka,56A012,RENTERS,2023-03-20,2023-12-15,"-99,135.00",ANNUAL,n,Lapsed,Widowed,A001,North Shore Agency,NE
PN000339,CIN1339,Aarav,Nair,,aarav.nair@example.com,02487-503312,447 Park Street,Hyderabad,  Telangana  ,  500-001  ,HOME,2024/12/15,2025/09/11,,Monthly,n,Active,Separated,A003,Bay State Brokers,NE
PN000340,CIN1340,Ishita,Iyer,244-37-1770,ishita.iyerexample.com,+91 78141 81577,327 JM Road,  Jaipur  ,Rajasthan,302001,AUTO,2023/04/23,2023/10/20,"183,172.00",Monthly,n,Lapsed,Widowed,A003,Bay State Brokers,NE
PN000341,CIN1341,Myra,Mukherjee,304842330, ,+91 91775 48581,744 Lodhi Rd,  Jaipur  ,Rajasthan,0211O,AUTO,2024-02-24,2024/11/20,,Monthly,N,Active,Divorced,A002,Metro Mutual Partners,NE
PN000342,CIN1342,Vihaan,Mukherjee,337-70-8049,vihaan.mukherjeeexample.com,,199 JM Road,Noida,  UP  ,201-301,AUTO,2023-01-30,2023-07-29,"127,551.00",QUARTERLY,Y,Active,Separated,A001,North Shore Agency,NE
PN000343,CIN1343,Krishna,Iyer,, ,,  731 MG Road  ,Kolkata,  West Bengal  ,0211O,AUTO,2024/06/17,2025-06-17,"290,671.00",QUARTERLY,n,Active,Divorced,A002,Metro Mutual Partners,NE
PN000344,CIN1344,Reyansh,Verma,,reyansh.verma@example.com,N/A,438 MG Road,  Lucknow  ,UP,  56A012  ,AUTO,2024/03/29,2024/12/24,"104,500.00",QUARTERLY,n,Cancelled,Separated,A001,North Shore Agency,NE
PN000345,CIN1345,Pari,Nair,844436750,pari.nairexample.com,N/A,208 Sector 62,Chennai,  Tamil Nadu  ,56A012,RENTERS,2024/06/07,2025/06/07,"47,033.00",ANNUAL,y,Lapsed,Single,A002,Metro Mutual Partners,NE
PN000346,CIN1346,Anika,Mehta,384715805,anika.mehtaexample.com,03528-164630,  360 MG Road  ,Noida,  UP  ,0211O,AUTO,2024-07-16,2025-01-12,"199,019.00",Monthly,n,Active,Married,A002,Metro Mutual Partners,NE
PN000347,CIN1347,Sai,Mehta,,sai.mehta@example.com,+91 92787 78926,742 MG Road,New Delhi,Delhi,56A012,AUTO,2024-02-30,2025/02/21,"228,409.00",ANNUAL,N,Lapsed,Single,A201,Empire Coverage,NY
PN000348,CIN1348,Sanvi,Nair,, ,,555 MG Road,Pune,  Maharashtra  ,411-001,AUTO,2024-11-09,2025/05/08,"219,842.00",ANNUAL,N,Active,Married,A004,Downtown Assurance,NE
PN000349,CIN1349,Diya,Reddy,442-13-6552, ,06155-464895,  426 MG Road  ,  Pune  ,Maharashtra,  411-001  ,HOME,2024-08-01,2025/01/28,"108,180.00",ANNUAL,n,Active,Widowed,A101,Sun Valley Insurance,Mid-Atl
PN000350,CIN1350,Vihaan,Sharma,804-38-3783,vihaan.sharmaexample.com,,  601 Lodhi Rd  ,Lucknow,Uttar Pradesh,226010,HOME,2024/04/04,2024/12/30,"272,354.00",ANNUAL,Y,Lapsed,Separated,A002,Metro Mutual Partners,NE
PN000351,CIN1351,Navya,Mukherjee,380-92-2937, ,+91 83102 42740,324 Lodhi Rd,Jaipur,Rajasthan, ,HOME,2023-04-25,2024-04-24,"236,080.00",ANNUAL,Y,Cancelled,Single,A004,Downtown Assurance,NE
PN000352,CIN1352,Vivaan,Patil,,vivaan.patil@example.com,+91 98560 59539,86 Park Street,Lucknow,  UP  ,  56A012  ,RENTERS,2023-10-01,2024/09/30,"188,805.00",QUARTERLY,N,Active,Widowed,A001,North Shore Agency,NE
PN000353,CIN1353,Anika,Gupta,272501544,anika.guptaexample.com,+91 83897 42183,568 Sector 62,Lucknow,Uttar Pradesh, ,AUTO,2024-09-03,2025/05/31,"191,893.00",Monthly,Y,Active,Single,A101,Sun Valley Insurance,Mid-Atl
PN000354,CIN1354,Aarav,Iyer,, aarav.iyer@EXAMPLE.COM ,+91 74699 25331,  152 JM Road  ,  Hyderabad  ,Telangana,56A012,RENTERS,2025/01/09,2025-07-08,"43,665.00",ANNUAL,n,Cancelled,Divorced,A004,Downtown Assurance,NE
PN000355,CIN1355,Sanvi,Patil,250217549, sanvi.patil@EXAMPLE.COM ,+91 70544 41843,  820 JM Road  ,Chennai,Tamil Nadu, ,AUTO,2023-12-29,2024-12-28,"53,969.00",QUARTERLY,N,Active,Widowed,A002,Metro Mutual Partners,NE
PN000356,CIN1356,Sara,Sharma,807943207, sara.sharma@EXAMPLE.COM ,N/A,52 JM Road,  Kolkata  ,  West Bengal  ,0211O,HOME,2023/10/24,2024-07-20,"170,455.00",ANNUAL,n,Lapsed,Married,A004,Downtown Assurance,NE
PN000357,CIN1357,Navya,Gupta,,navya.gupta@example.com,,315 Sector 62,Noida,UP,  201-301  ,HOME,2024-10-23,2025-04-21,"276,617.00",Monthly,Y,Cancelled,Widowed,A002,Metro Mutual Partners,NE
PN000358,CIN1358,Pari,Patil,985-70-3556,pari.patilexample.com,,  54 MG Road  ,Kolkata,West Bengal,0211O,RENTERS,2025-02-22,2025/08/21,"73,225.00",ANNUAL,y,Lapsed,Widowed,A001,North Shore Agency,NE
PN000359,CIN1359,Aadhya,Gupta,,aadhya.gupta@example.com,N/A,  536 MG Road  ,  Lucknow  ,  UP  ,  56A012  ,RENTERS,2024-02-30,2024-02-18,"16,874.00",Monthly,Y,Lapsed,Married,A201,Empire Coverage,NY
PN000360,CIN1360,Muhammad,Mehta,,muhammad.mehta@example.com,+91 76990 64691,593 JM Road,  New Delhi  ,  Delhi  ,110003,AUTO,2024-03-07,2025/03/07,"147,382.00",ANNUAL,n,Cancelled,Single,A002,Metro Mutual Partners,NE
PN000361,CIN1361,Reyansh,Iyer,463181804,reyansh.iyerexample.com,06581-156653,921 Park Street,Noida,Uttar Pradesh,201301,RENTERS,2023/11/26,2024/08/22,"270,506.00",QUARTERLY,N,Lapsed,Single,A201,Empire Coverage,NY
PN000362,CIN1362,Sanvi,Mehta,337548166,sanvi.mehtaexample.com,,  136 MG Road  ,Bengaluru,Karnataka,  560001  ,RENTERS,2023-09-10,2024/06/06,"113,457.00",Monthly,n,Cancelled,Widowed,A001,North Shore Agency,NE
PN000363,CIN1363,Sara,Nair,, sara.nair@EXAMPLE.COM ,,  353 Park Street  ,Kolkata,West Bengal,  0211O  ,RENTERS,2023-07-07,2024-01-03,"154,351.00",Monthly,N,Lapsed,Separated,A001,North Shore Agency,NE
PN000364,CIN1364,Aarav,Sharma,573547060, aarav.sharma@EXAMPLE.COM ,,  602 Park Street  ,  Kolkata  ,  West Bengal  ,700016,RENTERS,2024/11/22,2025-05-21,"79,283.00",ANNUAL,N,Lapsed,Divorced,A002,Metro Mutual Partners,NE
PN000365,CIN1365,Krishna,Iyer,, ,N/A,  391 Sector 62  ,Bengaluru,  Karnataka  ,  560-001  ,AUTO,2023/01/09,2023-07-08,"253,784.00",QUARTERLY,Y,Cancelled,Married,A002,Metro Mutual Partners,NE
PN000366,CIN1366,Vihaan,Mukherjee,241739532,vihaan.mukherjee@example.com,+91 84651 97237,38 JM Road,Mumbai,  Maharashtra  , ,HOME,2023/05/03,2023-10-30,"90,016.00",QUARTERLY,Y,Active,Married,A004,Downtown Assurance,NE
PN000367,CIN1367,Ishita,Mehta,,ishita.mehtaexample.com,N/A,446 Sector 62,  Bengaluru  ,Karnataka,560001,HOME,2024-08-26,2025-08-26,,ANNUAL,Y,Cancelled,Separated,A003,Bay State Brokers,NE
PN000368,CIN1368,Anika,Verma,382-80-9132,anika.vermaexample.com,,740 Park Street,  Mumbai  ,  Maharashtra  ,0211O,RENTERS,2023-05-07,2024/05/06,"197,044.00",ANNUAL,y,Active,Divorced,A201,Empire Coverage,NY
PN000369,CIN1369,Aditya,Nair,,aditya.nair@example.com,+91 85511 96425,537 JM Road,Mumbai,Maharashtra,400-001,AUTO,2025/03/05,2025/09/01,"8,120.00",Monthly,Y,Lapsed,Single,A002,Metro Mutual Partners,NE
PN000370,CIN1370,Ananya,Patil,489-19-6938, ananya.patil@EXAMPLE.COM ,03854-821485,996 Lodhi Rd,Jaipur,  Rajasthan  ,302-001,HOME,2024/02/23,2024/08/21,"75,494.00",ANNUAL,y,Active,Widowed,A101,Sun Valley Insurance,Mid-Atl
PN000371,CIN1371,Vivaan,Patil,252405400, vivaan.patil@EXAMPLE.COM ,N/A,587 Sector 62,Pune,Maharashtra,     ,AUTO,2025-02-02,2025/10/30,"299,243.00",Monthly,Y,Lapsed,Married,A201,Empire Coverage,NY
PN000372,CIN1372,Navya,Mehta,, navya.mehta@EXAMPLE.COM ,+91 91806 62359,970 Sector 62,  Lucknow  ,  Uttar Pradesh  ,56A012,HOME,2024/03/03,2025-03-03,"150,791.00",Monthly,N,Active,Divorced,A201,Empire Coverage,NY
PN000373,CIN1373,Aadhya,Khan,,aadhya.khan@example.com,N/A,712 JM Road,Chennai,Tamil Nadu,  56A012  ,RENTERS,2023/05/14,2024-05-13,"118,969.00",ANNUAL,n,Active,Widowed,A101,Sun Valley Insurance,Mid-Atl
PN000374,CIN1374,Vihaan,Reddy,114-53-1584, ,,961 JM Road,Noida,Uttar Pradesh,0211O,AUTO,2024-08-09,2025-05-06,"228,219.00",Monthly,N,Cancelled,Divorced,A001,North Shore Agency,NE
PN000375,CIN1375,Sai,Reddy,398-63-3761, ,+91 94461 17672,364 JM Road,  Kolkata  ,  West Bengal  ,56A012,HOME,2023/12/01,2024-05-29,,ANNUAL,Y,Cancelled,Married,A001,North Shore Agency,NE
PN000376,CIN1376,Arjun,Khan,468352638, ,+91 94349 25024,579 Sector 62,  Chennai  ,Tamil Nadu,  0211O  ,RENTERS,2024/08/20,2025-02-16,"259,785.00",QUARTERLY,Y,Cancelled,Single,A201,Empire Coverage,NY
PN000377,CIN1377,Aadhya,Nair,275519767,aadhya.nair@example.com,,  256 Sector 62  ,  Pune  ,Maharashtra,411001,AUTO,2024/02/17,2025-02-16,"61,324.00",Monthly,Y,Active,Separated,A004,Downtown Assurance,NE
PN000378,CIN1378,Ananya,Mukherjee,852527032,ananya.mukherjee@example.com,N/A,193 JM Road,  Bengaluru  ,Karnataka,560-001,HOME,2024-02-30,2024/11/24,"51,321.00",Monthly,Y,Active,Separated,A003,Bay State Brokers,NE
PN000379,CIN1379,Vivaan,Sharma,492-99-5219, vivaan.sharma@EXAMPLE.COM ,+91 98027 25347,527 JM Road,Noida,UP,201301,AUTO,2024/03/07,2024-12-02,"112,559.00",QUARTERLY,N,Cancelled,Separated,A201,Empire Coverage,NY
PN000380,CIN1380,Aditya,Iyer,, aditya.iyer@EXAMPLE.COM ,+91 74769 19572,414 MG Road,  Jaipur  ,Rajasthan, ,RENTERS,2024-08-29,2025-05-26,"109,294.00",QUARTERLY,Y,Active,Widowed,A001,North Shore Agency,NE
PN000381,CIN1381,Muhammad,Khan,, muhammad.khan@EXAMPLE.COM ,02750-443928,304 Park Street,Pune,Maharashtra, ,AUTO,2023-10-05,2024-04-02,"148,607.00",ANNUAL,y,Lapsed,Single,A004,Downtown Assurance,NE
PN000382,CIN1382,Vihaan,Nair,786504680, vihaan.nair@EXAMPLE.COM ,+91 92622 37686,325 Lodhi Rd,  Kolkata  ,West Bengal,  700-016  ,HOME,2023-11-23,2024/11/22,"22,831.00",QUARTERLY,y,Cancelled,Separated,A201,Empire Coverage,NY
PN000383,CIN1383,Aadhya,Sharma,262462705, ,N/A,470 Lodhi Rd,Pune,  Maharashtra  ,56A012,HOME,2024-01-23,2025/01/22,"104,116.00",ANNUAL,Y,Cancelled,Separated,A101,Sun Valley Insurance,Mid-Atl
PN000384,CIN1384,Krishna,Khan,948-36-7121, krishna.khan@EXAMPLE.COM ,N/A,688 Park Street,Chennai,Tamil Nadu,0211O,HOME,2024-10-20,2025/10/20,"238,182.00",QUARTERLY,y,Cancelled,Married,A002,Metro Mutual Partners,NE
PN000385,CIN1385,Pari,Iyer,400592927, ,07854-576723,  424 Lodhi Rd  ,  Mumbai  ,Maharashtra,400001,AUTO,2024-06-02,2024-11-29,"172,785.00",ANNUAL,y,Cancelled,Divorced,A101,Sun Valley Insurance,Mid-Atl
PN000386,CIN1386,Ishita,Reddy,941759539, ishita.reddy@EXAMPLE.COM ,N/A,524 Lodhi Rd,  Lucknow  ,  Uttar Pradesh  ,  226010  ,AUTO,2023-05-08,2024/05/07,"291,736.00",Monthly,n,Lapsed,Single,A001,North Shore Agency,NE
PN000387,CIN1387,Myra,Mehta,, myra.mehta@EXAMPLE.COM ,+91 97811 97532,  97 Sector 62  ,  Kolkata  ,  West Bengal  ,     ,RENTERS,2023-06-10,2024/03/06,"288,544.00",Monthly,Y,Active,Separated,A003,Bay State Brokers,NE
PN000388,CIN1388,Aarav,Verma,986-77-3793,aarav.vermaexample.com,,773 JM Road,  Hyderabad  ,Telangana,500-001,AUTO,2023/07/13,2024-07-12,,ANNUAL,Y,Cancelled,Married,A001,North Shore Agency,NE
PN000389,CIN1389,Vihaan,Iyer,311-59-4148,vihaan.iyer@example.com,N/A,852 MG Road,  New Delhi  ,  Delhi  ,110-003,RENTERS,2024/03/23,2025/03/23,"201,196.00",ANNUAL,n,Lapsed,Divorced,A001,North Shore Agency,NE
PN000390,CIN1390,Muhammad,Sharma,833-32-5275, ,06122-199658,928 Sector 62,Mumbai,Maharashtra,0211O,HOME,2023-09-12,2024-03-10,"-29,165.00",ANNUAL,Y,Cancelled,Separated,A001,North Shore Agency,NE
PN000391,CIN1391,Vivaan,Reddy,330439136, ,N/A,631 Lodhi Rd,  Noida  ,Uttar Pradesh,56A012,HOME,2023-10-21,2024-07-17,"108,815.00",QUARTERLY,N,Cancelled,Widowed,A001,North Shore Agency,NE
PN000392,CIN1392,Muhammad,Reddy,288553203,muhammad.reddyexample.com,,555 MG Road,  Jaipur  ,  Rajasthan  , ,RENTERS,2024/11/01,2025-07-29,"294,417.00",QUARTERLY,Y,Lapsed,Separated,A002,Metro Mutual Partners,NE
PN000393,CIN1393,Reyansh,Sharma,228-62-5676,reyansh.sharmaexample.com,02955-272543,  314 Lodhi Rd  ,Lucknow,UP,226-010,AUTO,2024-02-28,2025-02-27,"263,634.00",QUARTERLY,Y,Cancelled,Separated,A002,Metro Mutual Partners,NE
PN000394,CIN1394,Anika,Verma,, ,+91 72387 12537,248 Sector 62,New Delhi,Delhi,0211O,AUTO,2023/07/24,2024/01/20,"117,531.00",QUARTERLY,n,Lapsed,Separated,A201,Empire Coverage,NY
PN000395,CIN1395,Arjun,Mehta,,arjun.mehta@example.com,,167 Park Street,Jaipur,Rajasthan,302-001,HOME,2024/03/25,2024-12-20,"223,006.00",QUARTERLY,y,Cancelled,Single,A004,Downtown Assurance,NE
PN000396,CIN1396,Ishita,Sharma,, ishita.sharma@EXAMPLE.COM ,N/A,312 Lodhi Rd,Mumbai,Maharashtra,56A012,RENTERS,2024-11-03,2025/11/03,"1,279.00",ANNUAL,N,Active,Married,A001,North Shore Agency,NE
PN000397,CIN1397,Anika,Reddy,874-92-9471,anika.reddyexample.com,08139-921989,639 Sector 62,Mumbai,Maharashtra,56A012,HOME,2023/06/11,2024-03-07,"47,637.00",Monthly,y,Cancelled,Divorced,A003,Bay State Brokers,NE
PN000398,CIN1398,Vivaan,Iyer,, ,N/A,  482 Sector 62  ,Jaipur,  Rajasthan  ,56A012,AUTO,2024/10/03,2025/06/30,"250,786.00",Monthly,Y,Active,Separated,A004,Downtown Assurance,NE
PN000399,CIN1399,Krishna,Reddy,, krishna.reddy@EXAMPLE.COM ,08514-249146,  889 Lodhi Rd  ,  Pune  ,Maharashtra,56A012,HOME,2023-05-20,2024-05-19,"237,861.00",ANNUAL,N,Lapsed,Married,A004,Downtown Assurance,NE
PN000400,CIN1400,Ayaan,Reddy,222-61-3107,ayaan.reddyexample.com,+91 71288 88719,142 MG Road,Noida,  Uttar Pradesh  ,201301,AUTO,2024/08/04,2025/05/01,"22,193.00",QUARTERLY,n,Active,Married,A101,Sun Valley Insurance,Mid-Atl
PN000401,CIN1401,Sai,Verma,,sai.verma@example.com,03160-779203,155 Park Street,  Mumbai  ,Maharashtra,     ,HOME,2024/09/06,2025/06/03,"-284,187.00",Monthly,y,Lapsed,Separated,A004,Downtown Assurance,NE
PN000402,CIN1402,Aadhya,Gupta,461-87-2341,aadhya.gupta@example.com,03170-569197,  998 Sector 62  ,Pune,Maharashtra,56A012,AUTO,2023/04/30,2023/10/27,"132,499.00",ANNUAL,y,Cancelled,Widowed,A004,Downtown Assurance,NE
PN000403,CIN1403,Sanvi,Nair,593577084, ,+91 83960 24522,947 MG Road,Mumbai,Maharashtra,  400-001  ,HOME,2024-07-29,2025/07/29,"199,431.00",ANNUAL,N,Lapsed,Married,A101,Sun Valley Insurance,Mid-Atl
PN000404,CIN1404,Sara,Nair,772726296,sara.nair@example.com,N/A,  266 Sector 62  ,Lucknow,UP,  226010  ,RENTERS,2024-04-27,2025-01-22,"220,875.00",QUARTERLY,n,Active,Separated,A001,North Shore Agency,NE
PN000405,CIN1405,Arjun,Iyer,, arjun.iyer@EXAMPLE.COM ,N/A,594 JM Road,  Mumbai  ,Maharashtra,0211O,AUTO,2023-01-20,2023-07-19,,Monthly,N,Cancelled,Single,A201,Empire Coverage,NY
PN000406,CIN1406,Arjun,Khan,181695864,arjun.khan@example.com,+91 73116 47380,654 JM Road,Mumbai,  Maharashtra  ,  400-001  ,AUTO,2024-11-12,2025-08-09,"63,799.00",ANNUAL,y,Lapsed,Single,A002,Metro Mutual Partners,NE
PN000407,CIN1407,Aadhya,Sharma,809-56-8431, aadhya.sharma@EXAMPLE.COM ,,  954 Sector 62  ,Pune,  Maharashtra  ,  411-001  ,HOME,2023-02-22,2023/08/21,"142,838.00",QUARTERLY,y,Cancelled,Married,A003,Bay State Brokers,NE
PN000408,CIN1408,Ishita,Gupta,847555849, ishita.gupta@EXAMPLE.COM ,N/A,59 Sector 62,  Pune  ,Maharashtra, ,AUTO,2023-06-08,2023-12-05,"299,370.00",Monthly,Y,Lapsed,Separated,A002,Metro Mutual Partners,NE
PN000409,CIN1409,Ayaan,Khan,,ayaan.khanexample.com,02991-141169,543 Sector 62,Chennai,  Tamil Nadu  ,600-001,RENTERS,2023-05-15,2023-11-11,"170,986.00",Monthly,N,Cancelled,Divorced,A004,Downtown Assurance,NE
PN000410,CIN1410,Aarav,Khan,, ,09322-981657,254 Park Street,  Pune  ,Maharashtra,0211O,AUTO,2023/08/26,2024-08-25,"64,615.00",Monthly,n,Lapsed,Married,A101,Sun Valley Insurance,Mid-Atl
PN000411,CIN1411,Aditya,Mukherjee,210462225,aditya.mukherjee@example.com,+91 82879 77302,  231 JM Road  ,  Mumbai  ,Maharashtra,400001,RENTERS,2024-10-08,2025/04/06,"292,506.00",ANNUAL,n,Active,Divorced,A002,Metro Mutual Partners,NE
PN000412,CIN1412,Muhammad,Khan,963395277,muhammad.khan@example.com,05425-304646,  921 Lodhi Rd  ,Kolkata,West Bengal, ,AUTO,2024/08/31,2025/05/28,"166,788.00",Monthly,Y,Cancelled,Separated,A002,Metro Mutual Partners,NE
PN000413,CIN1413,Muhammad,Reddy,562-34-3453,muhammad.reddy@example.com,+91 89499 80361,692 Sector 62,Hyderabad,Telangana,500-001,RENTERS,2025-01-03,2026-01-03,"125,594.00",QUARTERLY,Y,Lapsed,Single,A003,Bay State Brokers,NE
PN000414,CIN1414,Muhammad,Khan,, muhammad.khan@EXAMPLE.COM ,+91 77435 88258,  339 Park Street  ,Lucknow,Uttar Pradesh, ,HOME,2023-09-20,2024/03/18,"67,763.00",QUARTERLY,y,Lapsed,Widowed,A101,Sun Valley Insurance,Mid-Atl
PN000415,CIN1415,Ananya,Patil,, ,,121 MG Road,Hyderabad,  Telangana  ,500001,HOME,2024/11/09,2025/05/08,"2,302.00",QUARTERLY,Y,Active,Single,A201,Empire Coverage,NY
PN000416,CIN1416,Vihaan,Nair,852304228, ,+91 94220 97126,176 Lodhi Rd,Lucknow,  UP  ,226010,HOME,2025/02/23,2025-11-20,"-58,519.00",Monthly,Y,Lapsed,Separated,A002,Metro Mutual Partners,NE
PN000417,CIN1417,Ishita,Mehta,979-40-4843, ,02404-920669,888 Park Street,Hyderabad,Telangana,  56A012  ,AUTO,2024/07/09,2025-07-09,,ANNUAL,Y,Active,Widowed,A001,North Shore Agency,NE
PN000418,CIN1418,Myra,Khan,, myra.khan@EXAMPLE.COM ,+91 82904 61206,33 JM Road,Jaipur,Rajasthan,302001,HOME,2023-06-22,2024/06/21,"138,238.00",Monthly,Y,Cancelled,Married,A003,Bay State Brokers,NE
PN000419,CIN1419,Sai,Sharma,323-84-9997, sai.sharma@EXAMPLE.COM ,,904 MG Road,Jaipur,Rajasthan,  302-001  ,AUTO,2023-12-23,2024/12/22,"2,397.00",ANNUAL,n,Lapsed,Divorced,A001,North Shore Agency,NE
PN000420,CIN1420,Aditya,Verma,500-43-1347,aditya.vermaexample.com,,205 Sector 62,New Delhi,Delhi,  0211O  ,RENTERS,2023/03/19,2023/09/15,"35,477.00",Monthly,N,Active,Single,A201,Empire Coverage,NY
PN000421,CIN1421,Sanvi,Mehta,551-97-7882,sanvi.mehta@example.com,,  43 Sector 62  ,Noida,Uttar Pradesh,201301,RENTERS,2024-02-30,2024/09/18,"100,474.00",ANNUAL,y,Active,Widowed,A002,Metro Mutual Partners,NE
PN000422,CIN1422,Aarav,Mehta,,aarav.mehta@example.com,+91 86287 30550,  736 MG Road  ,Bengaluru,Karnataka,560001,HOME,2023/06/08,2023-12-05,"216,653.00",Monthly,n,Cancelled,Divorced,A002,Metro Mutual Partners,NE
PN000423,CIN1423,Krishna,Mukherjee,772694409, krishna.mukherjee@EXAMPLE.COM ,N/A,133 Park Street,Bengaluru,Karnataka,0211O,HOME,2024-02-30,2024-05-04,"241,988.00",QUARTERLY,n,Active,Widowed,A003,Bay State Brokers,NE
PN000424,CIN1424,Vivaan,Patil,650-61-7907,vivaan.patilexample.com,N/A,  862 Lodhi Rd  ,Kolkata,  West Bengal  ,700-016,AUTO,2024-07-17,2025/07/17,"150,402.00",QUARTERLY,Y,Lapsed,Married,A201,Empire Coverage,NY
PN000425,CIN1425,Arjun,Khan,, ,,315 Park Street,  Pune  ,Maharashtra,     ,RENTERS,2023/05/14,2024-02-08,"201,988.00",QUARTERLY,N,Active,Married,A004,Downtown Assurance,NE
PN000426,CIN1426,Ayaan,Iyer,215-34-5617, ayaan.iyer@EXAMPLE.COM ,08488-867607,826 Park Street,Bengaluru,  Karnataka  ,560-001,AUTO,2024/07/05,2025-04-01,"167,372.00",Monthly,Y,Lapsed,Single,A002,Metro Mutual Partners,NE
PN000427,CIN1427,Ishita,Gupta,, ,+91 76408 90026,528 Lodhi Rd,Pune,Maharashtra,411001,RENTERS,2025/03/08,2025-12-03,"13,054.00",ANNUAL,y,Active,Married,A101,Sun Valley Insurance,Mid-Atl
PN000428,CIN1428,Anika,Mukherjee,,anika.mukherjee@example.com,+91 95694 85148,940 Lodhi Rd,Bengaluru,Karnataka,560001,AUTO,2024-02-30,2025/01/27,"15,071.00",Monthly,Y,Cancelled,Separated,A002,Metro Mutual Partners,NE
PN000429,CIN1429,Aarav,Verma,, ,09574-499618,  912 MG Road  ,  Kolkata  ,West Bengal,56A012,RENTERS,2023/06/30,2024/03/26,"10,579.00",ANNUAL,N,Active,Widowed,A201,Empire Coverage,NY
